starttime,tripduration
2019-12-03 00:07:42,158
2019-12-03 00:08:04,397
2019-12-03 00:11:22,1005
2019-12-03 00:11:27,132
2019-12-03 00:13:27,370
2019-12-03 00:14:45,650
2019-12-03 00:20:06,499
2019-12-03 00:21:10,569
2019-12-03 00:21:38,542
2019-12-03 00:36:07,549
2019-12-03 00:42:47,19552
2019-12-03 01:07:06,344
2019-12-03 01:28:55,1161
2019-12-03 01:42:15,1568
2019-12-03 01:47:05,472
2019-12-03 02:13:37,855
2019-12-03 02:33:42,1599
2019-12-03 03:00:31,654
2019-12-03 03:22:14,1426
2019-12-03 03:52:13,1061
2019-12-03 04:05:41,341
2019-12-03 04:46:18,297
2019-12-03 04:47:32,714
2019-12-03 04:48:43,1780
2019-12-03 05:28:28,171
2019-12-03 05:30:13,1202
2019-12-03 05:32:05,675
2019-12-03 05:33:19,2031
2019-12-03 05:37:47,511
2019-12-03 05:37:51,578
2019-12-03 05:42:30,701
2019-12-03 05:46:04,489
2019-12-03 05:55:08,535
2019-12-03 05:57:53,718
2019-12-03 06:00:38,1293
2019-12-03 06:05:46,255
2019-12-03 06:06:53,1945
2019-12-03 06:08:27,1129
2019-12-03 06:08:28,305
2019-12-03 06:10:16,1847
2019-12-03 06:13:47,1007
2019-12-03 06:14:11,1208
2019-12-03 06:15:48,467
2019-12-03 06:16:30,349
2019-12-03 06:18:34,483
2019-12-03 06:20:35,896
2019-12-03 06:31:40,1116
2019-12-03 06:34:45,1445
2019-12-03 06:35:58,401
2019-12-03 06:36:03,1819
2019-12-03 06:40:17,225
2019-12-03 06:41:17,985
2019-12-03 06:42:45,42751
2019-12-03 06:42:47,480
2019-12-03 06:44:32,728
2019-12-03 06:46:20,761
2019-12-03 06:47:07,371
2019-12-03 06:48:43,1062
2019-12-03 06:52:11,366
2019-12-03 06:57:13,545
2019-12-03 06:59:31,769
2019-12-03 07:00:36,782
2019-12-03 07:00:54,723
2019-12-03 07:02:54,837
2019-12-03 07:03:07,648
2019-12-03 07:04:48,1424
2019-12-03 07:05:44,260
2019-12-03 07:06:32,764
2019-12-03 07:06:51,722
2019-12-03 07:06:52,1109
2019-12-03 07:08:13,2054
2019-12-03 07:08:16,595
2019-12-03 07:08:23,579
2019-12-03 07:11:06,368
2019-12-03 07:14:57,103374
2019-12-03 07:16:21,1248
2019-12-03 07:18:43,185
2019-12-03 07:19:16,2248
2019-12-03 07:19:34,311
2019-12-03 07:19:59,753
2019-12-03 07:20:40,300
2019-12-03 07:22:21,689
2019-12-03 07:24:22,1445
2019-12-03 07:24:29,535
2019-12-03 07:27:32,1265
2019-12-03 07:28:57,517
2019-12-03 07:30:00,666
2019-12-03 07:31:55,261
2019-12-03 07:34:54,485
2019-12-03 07:36:22,110
2019-12-03 07:37:26,522
2019-12-03 07:39:12,527
2019-12-03 07:39:21,1112
2019-12-03 07:39:36,205
2019-12-03 07:41:39,789
2019-12-03 07:41:50,473
2019-12-03 07:41:53,944
2019-12-03 07:42:09,871
2019-12-03 07:44:25,763
2019-12-03 07:44:55,581
2019-12-03 07:46:17,935
2019-12-03 07:46:28,745
2019-12-03 07:46:54,1056
2019-12-03 07:48:20,251
2019-12-03 07:48:41,417
2019-12-03 07:49:35,877
2019-12-03 07:49:55,495
2019-12-03 07:50:06,596
2019-12-03 07:52:43,1205
2019-12-03 07:54:08,884
2019-12-03 07:54:24,648
2019-12-03 07:54:35,924
2019-12-03 07:55:22,654
2019-12-03 07:56:20,1031
2019-12-03 07:56:56,486
2019-12-03 07:57:34,411
2019-12-03 07:57:54,822
2019-12-03 07:58:39,1231
2019-12-03 07:58:40,530
2019-12-03 07:59:17,1149
2019-12-03 07:59:41,1966
2019-12-03 08:00:08,681
2019-12-03 08:01:04,1223
2019-12-03 08:01:22,1865
2019-12-03 08:02:52,1820
2019-12-03 08:03:50,1389
2019-12-03 08:04:19,404
2019-12-03 08:04:23,456
2019-12-03 08:06:20,489
2019-12-03 08:06:23,983
2019-12-03 08:07:18,443
2019-12-03 08:07:49,1977
2019-12-03 08:08:19,325
2019-12-03 08:08:19,321
2019-12-03 08:11:25,1559
2019-12-03 08:11:40,1104
2019-12-03 08:11:55,1380
2019-12-03 08:13:53,594
2019-12-03 08:14:05,233
2019-12-03 08:15:30,432
2019-12-03 08:16:53,987
2019-12-03 08:18:40,2178
2019-12-03 08:18:42,1720
2019-12-03 08:18:56,328
2019-12-03 08:19:45,706
2019-12-03 08:20:30,369
2019-12-03 08:20:46,179
2019-12-03 08:21:45,1447
2019-12-03 08:22:46,1515
2019-12-03 08:23:02,1292
2019-12-03 08:23:42,2507
2019-12-03 08:23:45,263
2019-12-03 08:24:40,1616
2019-12-03 08:24:42,183
2019-12-03 08:24:56,1492
2019-12-03 08:25:28,628
2019-12-03 08:25:42,1802
2019-12-03 08:26:04,1707
2019-12-03 08:27:36,624
2019-12-03 08:28:23,919
2019-12-03 08:29:47,760
2019-12-03 08:29:47,399
2019-12-03 08:30:09,354
2019-12-03 08:30:58,1864
2019-12-03 08:31:33,1037
2019-12-03 08:31:39,1403
2019-12-03 08:32:06,538
2019-12-03 08:32:55,527
2019-12-03 08:33:11,270
2019-12-03 08:33:30,473
2019-12-03 08:34:22,295
2019-12-03 08:34:27,722
2019-12-03 08:34:56,337
2019-12-03 08:35:02,584
2019-12-03 08:35:15,258
2019-12-03 08:36:07,932
2019-12-03 08:36:15,1098
2019-12-03 08:37:05,498
2019-12-03 08:37:33,435
2019-12-03 08:38:04,893
2019-12-03 08:38:48,924
2019-12-03 08:39:04,385
2019-12-03 08:39:04,604
2019-12-03 08:40:10,214
2019-12-03 08:40:31,1411
2019-12-03 08:41:27,440
2019-12-03 08:42:42,667
2019-12-03 08:43:45,665
2019-12-03 08:44:21,516
2019-12-03 08:44:39,577
2019-12-03 08:45:01,564
2019-12-03 08:45:29,299
2019-12-03 08:46:39,483
2019-12-03 08:48:25,1471
2019-12-03 08:48:42,980
2019-12-03 08:49:27,677
2019-12-03 08:49:44,649
2019-12-03 08:49:55,722
2019-12-03 08:50:16,613
2019-12-03 08:51:44,383
2019-12-03 08:52:23,594
2019-12-03 08:52:40,421
2019-12-03 08:52:47,198
2019-12-03 08:53:15,564
2019-12-03 08:53:16,281
2019-12-03 08:53:43,583
2019-12-03 08:53:52,296
2019-12-03 08:53:58,475
2019-12-03 08:54:09,323
2019-12-03 08:54:18,853
2019-12-03 08:54:41,682
2019-12-03 08:54:51,772
2019-12-03 08:55:08,1508
2019-12-03 08:56:04,1308
2019-12-03 08:56:56,697
2019-12-03 08:57:24,549
2019-12-03 08:57:31,256
2019-12-03 08:57:53,704
2019-12-03 08:58:12,702
2019-12-03 08:58:37,554
2019-12-03 08:59:23,394
2019-12-03 08:59:36,1253
2019-12-03 09:01:47,234
2019-12-03 09:02:04,542
2019-12-03 09:02:13,969
2019-12-03 09:02:35,355
2019-12-03 09:02:49,632
2019-12-03 09:02:49,1151
2019-12-03 09:03:04,260
2019-12-03 09:03:18,330
2019-12-03 09:04:39,193
2019-12-03 09:04:39,208
2019-12-03 09:04:47,697
2019-12-03 09:05:08,518
2019-12-03 09:06:09,516
2019-12-03 09:06:32,513
2019-12-03 09:07:57,403
2019-12-03 09:08:01,419
2019-12-03 09:08:36,388
2019-12-03 09:08:48,1069
2019-12-03 09:09:04,848
2019-12-03 09:11:24,1006
2019-12-03 09:11:35,927
2019-12-03 09:12:15,902
2019-12-03 09:12:25,325
2019-12-03 09:12:58,598
2019-12-03 09:13:07,507
2019-12-03 09:14:22,1399
2019-12-03 09:14:28,1384
2019-12-03 09:14:34,447
2019-12-03 09:15:18,333
2019-12-03 09:15:27,652
2019-12-03 09:16:00,1262
2019-12-03 09:17:35,467
2019-12-03 09:18:26,253
2019-12-03 09:18:47,147
2019-12-03 09:19:34,377
2019-12-03 09:20:04,637
2019-12-03 09:21:09,800
2019-12-03 09:22:16,1645
2019-12-03 09:23:42,933
2019-12-03 09:23:52,295
2019-12-03 09:24:09,521
2019-12-03 09:24:11,661
2019-12-03 09:25:48,603
2019-12-03 09:26:12,497
2019-12-03 09:26:32,1423
2019-12-03 09:27:26,297
2019-12-03 09:27:27,819
2019-12-03 09:27:44,573
2019-12-03 09:27:50,1186
2019-12-03 09:28:40,279
2019-12-03 09:28:47,1517
2019-12-03 09:29:31,648
2019-12-03 09:29:46,1182
2019-12-03 09:30:22,1623
2019-12-03 09:30:26,364
2019-12-03 09:31:53,1391
2019-12-03 09:32:33,662
2019-12-03 09:32:54,442
2019-12-03 09:32:54,960
2019-12-03 09:32:57,177
2019-12-03 09:33:09,1195
2019-12-03 09:34:47,449
2019-12-03 09:35:44,591
2019-12-03 09:36:10,921
2019-12-03 09:36:16,295
2019-12-03 09:36:27,1839
2019-12-03 09:38:14,909
2019-12-03 09:38:41,1547
2019-12-03 09:40:08,432
2019-12-03 09:40:19,1152
2019-12-03 09:40:52,374
2019-12-03 09:41:25,854
2019-12-03 09:41:41,866
2019-12-03 09:41:49,1192
2019-12-03 09:42:08,564
2019-12-03 09:42:50,719
2019-12-03 09:43:09,743
2019-12-03 09:44:31,522
2019-12-03 09:45:17,695
2019-12-03 09:45:36,399
2019-12-03 09:45:37,383
2019-12-03 09:46:20,1028
2019-12-03 09:48:56,1162
2019-12-03 09:48:58,480
2019-12-03 09:49:30,1525
2019-12-03 09:50:17,351
2019-12-03 09:51:22,570
2019-12-03 09:51:31,485
2019-12-03 09:51:41,570
2019-12-03 09:52:48,849
2019-12-03 09:53:29,570
2019-12-03 09:54:07,448
2019-12-03 09:54:17,422
2019-12-03 09:54:54,234
2019-12-03 09:55:49,761
2019-12-03 09:57:22,583
2019-12-03 09:58:00,634
2019-12-03 09:58:07,254
2019-12-03 09:58:15,186
2019-12-03 09:58:25,328
2019-12-03 09:59:44,567
2019-12-03 10:00:50,404
2019-12-03 10:03:49,531
2019-12-03 10:03:57,438
2019-12-03 10:05:32,412
2019-12-03 10:05:44,1109
2019-12-03 10:05:50,340
2019-12-03 10:06:06,633
2019-12-03 10:06:46,1967
2019-12-03 10:08:33,1035
2019-12-03 10:10:22,313
2019-12-03 10:11:38,517
2019-12-03 10:12:07,1704
2019-12-03 10:13:09,1903
2019-12-03 10:13:13,678
2019-12-03 10:13:31,828
2019-12-03 10:14:55,560
2019-12-03 10:14:57,1349
2019-12-03 10:16:01,545
2019-12-03 10:17:39,678
2019-12-03 10:18:13,531
2019-12-03 10:19:33,1648
2019-12-03 10:20:09,1010
2019-12-03 10:21:22,223
2019-12-03 10:21:54,1405
2019-12-03 10:22:09,1064
2019-12-03 10:22:53,1238
2019-12-03 10:23:41,907
2019-12-03 10:23:44,635
2019-12-03 10:23:50,819
2019-12-03 10:24:10,853
2019-12-03 10:24:19,605
2019-12-03 10:25:29,1041
2019-12-03 10:25:33,608
2019-12-03 10:27:10,546
2019-12-03 10:27:25,710
2019-12-03 10:28:15,759
2019-12-03 10:29:36,858
2019-12-03 10:29:55,320
2019-12-03 10:31:30,431
2019-12-03 10:31:48,528
2019-12-03 10:33:45,639
2019-12-03 10:36:37,489
2019-12-03 10:36:40,908
2019-12-03 10:37:22,843
2019-12-03 10:38:45,647
2019-12-03 10:39:05,708
2019-12-03 10:42:11,1239
2019-12-03 10:43:28,1124
2019-12-03 10:45:51,641
2019-12-03 10:46:02,230
2019-12-03 10:46:54,362
2019-12-03 10:47:32,533
2019-12-03 10:48:25,250
2019-12-03 10:48:30,1396
2019-12-03 10:50:56,550
2019-12-03 10:52:53,692
2019-12-03 10:53:58,256
2019-12-03 10:56:34,572
2019-12-03 10:56:47,1069
2019-12-03 10:57:00,765
2019-12-03 10:58:16,451
2019-12-03 10:59:59,1562
2019-12-03 11:01:02,168
2019-12-03 11:01:07,654
2019-12-03 11:01:57,327
2019-12-03 11:02:11,534
2019-12-03 11:05:21,637
2019-12-03 11:05:28,417
2019-12-03 11:07:47,568
2019-12-03 11:10:11,1255
2019-12-03 11:12:48,484
2019-12-03 11:13:02,877
2019-12-03 11:13:17,1291
2019-12-03 11:13:37,2519
2019-12-03 11:15:21,463
2019-12-03 11:16:03,720
2019-12-03 11:18:02,326
2019-12-03 11:18:44,1346
2019-12-03 11:19:13,2425
2019-12-03 11:19:23,761
2019-12-03 11:21:51,770
2019-12-03 11:22:29,982
2019-12-03 11:23:58,313
2019-12-03 11:25:13,187
2019-12-03 11:27:49,1520
2019-12-03 11:30:04,766
2019-12-03 11:30:58,789
2019-12-03 11:32:43,236
2019-12-03 11:34:37,1032
2019-12-03 11:36:02,654
2019-12-03 11:36:54,901
2019-12-03 11:40:26,543
2019-12-03 11:42:36,800
2019-12-03 11:47:30,339
2019-12-03 11:48:16,552
2019-12-03 11:48:52,242
2019-12-03 11:50:03,542
2019-12-03 11:52:02,147
2019-12-03 11:52:33,357
2019-12-03 11:52:50,547
2019-12-03 11:53:09,5609
2019-12-03 11:54:07,349
2019-12-03 11:54:08,1343
2019-12-03 11:54:39,1148
2019-12-03 11:54:45,2612
2019-12-03 11:56:09,314
2019-12-03 11:56:47,1123
2019-12-03 11:59:14,417
2019-12-03 11:59:34,796
2019-12-03 12:00:35,951
2019-12-03 12:00:54,992
2019-12-03 12:03:06,664
2019-12-03 12:04:08,1417
2019-12-03 12:05:04,302
2019-12-03 12:09:10,235
2019-12-03 12:10:14,366
2019-12-03 12:10:29,828
2019-12-03 12:10:33,439
2019-12-03 12:11:52,994
2019-12-03 12:12:03,1555
2019-12-03 12:12:34,545
2019-12-03 12:13:07,1354
2019-12-03 12:13:20,767
2019-12-03 12:15:45,386
2019-12-03 12:16:09,326
2019-12-03 12:18:18,1989
2019-12-03 12:18:18,586
2019-12-03 12:22:02,389
2019-12-03 12:22:44,598
2019-12-03 12:23:42,333
2019-12-03 12:24:09,396
2019-12-03 12:24:37,1838
2019-12-03 12:25:28,275
2019-12-03 12:25:47,2556
2019-12-03 12:27:38,281
2019-12-03 12:30:39,2632
2019-12-03 12:31:37,494
2019-12-03 12:32:02,109
2019-12-03 12:32:09,165
2019-12-03 12:32:27,324
2019-12-03 12:33:27,448
2019-12-03 12:34:46,409
2019-12-03 12:35:34,522
2019-12-03 12:36:01,782
2019-12-03 12:36:09,141
2019-12-03 12:39:58,970
2019-12-03 12:40:28,1254
2019-12-03 12:41:41,492
2019-12-03 12:45:06,373
2019-12-03 12:45:22,233
2019-12-03 12:45:26,890
2019-12-03 12:45:46,531
2019-12-03 12:47:47,699
2019-12-03 12:49:31,606
2019-12-03 12:50:07,766
2019-12-03 12:50:08,510
2019-12-03 12:52:55,628
2019-12-03 12:55:33,511
2019-12-03 12:58:41,333
2019-12-03 12:59:15,355
2019-12-03 12:59:54,1047
2019-12-03 13:00:14,1196
2019-12-03 13:00:35,251
2019-12-03 13:01:17,196
2019-12-03 13:05:13,687
2019-12-03 13:05:26,372
2019-12-03 13:06:58,360
2019-12-03 13:10:03,540
2019-12-03 13:10:20,514
2019-12-03 13:14:01,442
2019-12-03 13:14:47,1078
2019-12-03 13:15:42,1048
2019-12-03 13:17:23,468
2019-12-03 13:18:32,2191
2019-12-03 13:20:06,502
2019-12-03 13:20:47,542
2019-12-03 13:24:13,413
2019-12-03 13:28:24,744
2019-12-03 13:29:38,942
2019-12-03 13:31:07,289
2019-12-03 13:35:13,388
2019-12-03 13:39:31,914
2019-12-03 13:44:29,524
2019-12-03 13:45:20,746
2019-12-03 13:49:15,259
2019-12-03 13:49:27,517
2019-12-03 13:49:29,4243
2019-12-03 13:50:37,814
2019-12-03 13:51:18,376
2019-12-03 13:51:33,745
2019-12-03 13:52:50,872
2019-12-03 13:57:45,743
2019-12-03 13:58:33,798
2019-12-03 13:59:33,461
2019-12-03 14:00:11,1235
2019-12-03 14:02:25,466
2019-12-03 14:03:14,101
2019-12-03 14:06:02,557
2019-12-03 14:07:16,660
2019-12-03 14:09:58,415
2019-12-03 14:10:26,671
2019-12-03 14:12:19,1863
2019-12-03 14:14:04,983
2019-12-03 14:15:08,715
2019-12-03 14:15:30,747
2019-12-03 14:17:10,390
2019-12-03 14:17:47,791
2019-12-03 14:18:19,744
2019-12-03 14:18:31,1832
2019-12-03 14:18:59,293
2019-12-03 14:19:19,440
2019-12-03 14:19:29,509
2019-12-03 14:21:09,265
2019-12-03 14:25:09,373
2019-12-03 14:27:51,2279
2019-12-03 14:29:48,853
2019-12-03 14:30:24,1876
2019-12-03 14:32:21,481
2019-12-03 14:32:34,519
2019-12-03 14:36:11,611
2019-12-03 14:36:15,469
2019-12-03 14:36:19,964
2019-12-03 14:37:01,234
2019-12-03 14:38:31,2562
2019-12-03 14:38:39,4402
2019-12-03 14:40:22,559
2019-12-03 14:41:46,770
2019-12-03 14:41:55,532
2019-12-03 14:42:46,600
2019-12-03 14:43:29,638
2019-12-03 14:44:46,771
2019-12-03 14:47:10,933
2019-12-03 14:48:58,398
2019-12-03 14:49:17,627
2019-12-03 14:51:04,271
2019-12-03 14:51:27,431
2019-12-03 14:55:04,938
2019-12-03 14:56:14,1436
2019-12-03 14:56:33,588
2019-12-03 15:00:40,662
2019-12-03 15:02:51,1200
2019-12-03 15:04:03,314
2019-12-03 15:04:50,1648
2019-12-03 15:05:31,433
2019-12-03 15:05:45,865
2019-12-03 15:07:17,431
2019-12-03 15:09:17,259
2019-12-03 15:09:32,428
2019-12-03 15:10:19,1776
2019-12-03 15:10:29,557
2019-12-03 15:10:44,1059
2019-12-03 15:13:14,739
2019-12-03 15:13:45,590
2019-12-03 15:13:53,1020
2019-12-03 15:15:22,511
2019-12-03 15:15:54,544
2019-12-03 15:15:58,439
2019-12-03 15:16:07,241
2019-12-03 15:16:49,590
2019-12-03 15:18:00,513
2019-12-03 15:19:29,249
2019-12-03 15:19:34,424
2019-12-03 15:19:37,576
2019-12-03 15:20:14,886
2019-12-03 15:21:51,542
2019-12-03 15:22:27,397
2019-12-03 15:23:10,371
2019-12-03 15:25:40,1557
2019-12-03 15:26:33,711
2019-12-03 15:26:39,2552
2019-12-03 15:27:08,874
2019-12-03 15:27:14,1032
2019-12-03 15:27:22,1117
2019-12-03 15:27:41,1255
2019-12-03 15:28:04,468
2019-12-03 15:28:30,348
2019-12-03 15:29:30,687
2019-12-03 15:30:05,383
2019-12-03 15:30:12,847
2019-12-03 15:30:33,820
2019-12-03 15:32:51,1799
2019-12-03 15:34:10,724
2019-12-03 15:34:29,144
2019-12-03 15:36:47,672
2019-12-03 15:37:12,1032
2019-12-03 15:37:17,413
2019-12-03 15:38:56,478
2019-12-03 15:39:01,606
2019-12-03 15:41:48,248
2019-12-03 15:42:07,467
2019-12-03 15:42:23,1727
2019-12-03 15:42:25,590
2019-12-03 15:42:54,637
2019-12-03 15:43:47,904
2019-12-03 15:44:11,499
2019-12-03 15:44:27,966
2019-12-03 15:44:29,967
2019-12-03 15:46:17,478
2019-12-03 15:46:38,426
2019-12-03 15:47:15,480
2019-12-03 15:47:17,642
2019-12-03 15:48:14,430
2019-12-03 15:48:23,527
2019-12-03 15:50:08,1048
2019-12-03 15:51:03,424
2019-12-03 15:51:22,938
2019-12-03 15:51:37,438
2019-12-03 15:52:08,654
2019-12-03 15:52:20,3545
2019-12-03 15:52:52,275
2019-12-03 15:53:15,629
2019-12-03 15:54:11,1119
2019-12-03 15:54:20,415
2019-12-03 15:54:29,994
2019-12-03 15:54:45,720
2019-12-03 15:54:46,427
2019-12-03 15:54:50,1072
2019-12-03 15:55:18,586
2019-12-03 15:55:22,645
2019-12-03 15:56:22,214
2019-12-03 15:56:36,385
2019-12-03 15:58:02,861
2019-12-03 15:58:15,451
2019-12-03 15:58:35,391
2019-12-03 15:58:43,1484
2019-12-03 15:59:12,841
2019-12-03 16:01:13,1058
2019-12-03 16:01:14,660
2019-12-03 16:01:22,601
2019-12-03 16:01:42,943
2019-12-03 16:01:59,254
2019-12-03 16:02:16,488
2019-12-03 16:03:49,554
2019-12-03 16:04:05,415
2019-12-03 16:04:09,997
2019-12-03 16:04:09,1254
2019-12-03 16:04:15,599
2019-12-03 16:04:39,789
2019-12-03 16:07:21,2002
2019-12-03 16:07:25,105
2019-12-03 16:07:27,968
2019-12-03 16:08:19,664
2019-12-03 16:08:20,359
2019-12-03 16:08:38,1322
2019-12-03 16:08:52,641
2019-12-03 16:08:57,412
2019-12-03 16:09:11,589
2019-12-03 16:09:18,176
2019-12-03 16:11:06,2104
2019-12-03 16:11:08,1193
2019-12-03 16:11:27,855
2019-12-03 16:11:48,264
2019-12-03 16:12:09,1158
2019-12-03 16:12:13,507
2019-12-03 16:12:34,484
2019-12-03 16:13:36,495
2019-12-03 16:13:45,502
2019-12-03 16:13:55,408
2019-12-03 16:14:06,310
2019-12-03 16:14:10,154
2019-12-03 16:15:06,676
2019-12-03 16:16:15,1054
2019-12-03 16:16:16,563
2019-12-03 16:17:26,648
2019-12-03 16:17:46,685
2019-12-03 16:18:32,1538
2019-12-03 16:18:33,1921
2019-12-03 16:18:40,479
2019-12-03 16:18:56,902
2019-12-03 16:18:57,1130
2019-12-03 16:19:37,342
2019-12-03 16:19:39,338
2019-12-03 16:20:14,1058
2019-12-03 16:20:18,1154
2019-12-03 16:20:40,358
2019-12-03 16:20:57,496
2019-12-03 16:21:26,388
2019-12-03 16:21:43,1113
2019-12-03 16:22:35,1298
2019-12-03 16:23:03,1404
2019-12-03 16:24:21,1234
2019-12-03 16:24:40,1458
2019-12-03 16:25:07,652
2019-12-03 16:25:40,1645
2019-12-03 16:25:45,576
2019-12-03 16:25:51,523
2019-12-03 16:27:21,1340
2019-12-03 16:27:23,517
2019-12-03 16:27:27,1163
2019-12-03 16:27:34,437
2019-12-03 16:27:52,913
2019-12-03 16:28:18,408
2019-12-03 16:29:15,1549
2019-12-03 16:29:51,948
2019-12-03 16:29:54,380
2019-12-03 16:30:25,916
2019-12-03 16:30:31,1502
2019-12-03 16:30:35,335
2019-12-03 16:30:42,354
2019-12-03 16:30:44,928
2019-12-03 16:31:25,1074
2019-12-03 16:32:29,1234
2019-12-03 16:32:40,734
2019-12-03 16:32:44,1922
2019-12-03 16:33:06,1525
2019-12-03 16:34:50,759
2019-12-03 16:34:57,801
2019-12-03 16:35:06,992
2019-12-03 16:35:22,388
2019-12-03 16:35:24,714
2019-12-03 16:35:38,390
2019-12-03 16:35:43,250
2019-12-03 16:36:03,716
2019-12-03 16:36:08,962
2019-12-03 16:36:56,192
2019-12-03 16:37:01,492
2019-12-03 16:37:10,1974
2019-12-03 16:37:13,1347
2019-12-03 16:37:16,916
2019-12-03 16:37:17,272
2019-12-03 16:37:33,854
2019-12-03 16:37:43,215
2019-12-03 16:37:47,1423
2019-12-03 16:37:59,1711
2019-12-03 16:38:14,282
2019-12-03 16:38:41,447
2019-12-03 16:39:36,564
2019-12-03 16:39:59,288
2019-12-03 16:40:05,440
2019-12-03 16:40:13,385
2019-12-03 16:40:42,521
2019-12-03 16:41:02,1047
2019-12-03 16:41:26,803
2019-12-03 16:42:07,1205
2019-12-03 16:42:28,353
2019-12-03 16:43:32,286
2019-12-03 16:43:36,611
2019-12-03 16:43:43,804
2019-12-03 16:44:08,326
2019-12-03 16:44:34,359
2019-12-03 16:45:00,1512
2019-12-03 16:45:14,484
2019-12-03 16:45:19,527
2019-12-03 16:45:45,1775
2019-12-03 16:46:42,574
2019-12-03 16:46:44,362
2019-12-03 16:47:05,575
2019-12-03 16:47:38,1410
2019-12-03 16:49:40,636
2019-12-03 16:50:07,673
2019-12-03 16:50:35,475
2019-12-03 16:50:36,604
2019-12-03 16:51:12,650
2019-12-03 16:51:56,1219
2019-12-03 16:52:09,2088
2019-12-03 16:52:17,1412
2019-12-03 16:52:26,470
2019-12-03 16:52:29,939
2019-12-03 16:53:57,291
2019-12-03 16:55:03,255
2019-12-03 16:55:06,569
2019-12-03 16:55:21,798
2019-12-03 16:55:35,326
2019-12-03 16:55:38,1708
2019-12-03 16:56:38,574
2019-12-03 16:56:42,1608
2019-12-03 16:56:54,566
2019-12-03 16:57:10,1040
2019-12-03 16:57:34,197
2019-12-03 16:57:54,1163
2019-12-03 16:58:47,384
2019-12-03 16:59:01,877
2019-12-03 16:59:04,696
2019-12-03 16:59:06,658
2019-12-03 16:59:24,773
2019-12-03 16:59:43,863
2019-12-03 16:59:43,468
2019-12-03 16:59:47,590
2019-12-03 17:00:26,605
2019-12-03 17:01:02,1335
2019-12-03 17:01:24,340
2019-12-03 17:01:32,1523
2019-12-03 17:02:24,1471
2019-12-03 17:02:29,2251
2019-12-03 17:02:35,232
2019-12-03 17:02:57,454
2019-12-03 17:02:59,1315
2019-12-03 17:03:00,431
2019-12-03 17:03:39,381
2019-12-03 17:04:23,544
2019-12-03 17:04:40,481
2019-12-03 17:05:11,1126
2019-12-03 17:05:40,813
2019-12-03 17:06:02,1674
2019-12-03 17:06:12,2181
2019-12-03 17:06:39,334
2019-12-03 17:06:42,720
2019-12-03 17:06:46,803
2019-12-03 17:06:58,323
2019-12-03 17:07:09,990
2019-12-03 17:07:25,621
2019-12-03 17:07:33,814
2019-12-03 17:07:52,371
2019-12-03 17:07:53,895
2019-12-03 17:08:14,334
2019-12-03 17:08:59,1521
2019-12-03 17:09:03,332
2019-12-03 17:09:37,525
2019-12-03 17:09:52,1920
2019-12-03 17:09:54,2133
2019-12-03 17:10:28,1105
2019-12-03 17:10:39,1562
2019-12-03 17:10:50,902
2019-12-03 17:11:28,1706
2019-12-03 17:11:34,751
2019-12-03 17:11:35,1267
2019-12-03 17:11:35,427
2019-12-03 17:11:42,443
2019-12-03 17:11:54,411
